Taxon	Location	locality_ID	Sample	Sex	OrbitalRingHueAngle	Mantle	Tip	TarsusHueAngle	BillShapeRatio	BilllengthRatio	NB	NM	NW	T10	T9	T5	T4	W10	W9	B10	B9	B8	B7	B6	B5	M10	M9	M8	M7	M6	M5	M4	OrbitalRingHueCat	Tarsus_R
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172249	F	38.4	4.5	1.75	-7.5	2.582938389	2.19266055	7	3	7	4	5	3	1	41.8360238	0	0	51.4382556	33.2588324	25.8723639	15.8707217	10.1641175	128.636317	152.745901	106.427198	65.1382176	31.6662209	15.1978417	0	0	0.152380952
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172250	M	38.4	4.5	2	-7.5	2.672489083	2.160130719	7	2	7	4	4	3	1	33.3722978	21.526377	0	0	33.7132324	25.7105835	16.7415191	4.42341605	135.855074	148.147408	128.161521	73.6472473	39.3111375	16.199708	0	0	0.158079625
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172251	F	38.4	4.5	1.75	-7.142857143	2.63902439	2.182994455	7	3	7	5	5	3	1	44.1153842	30.4265018	0	0	43.3705551	16.0620241	5.00622974	0	126.429225	149.799517	134.571664	54.8414317	19.0752248	0	0	0	0.1525
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172253	M	38.4	4.5	1.75	5	2.684931507	2.270408163	6	4	6	5	5	3	0	39.9942678	0	0	0	49.9514606	32.9156074	24.4819254	12.2435904	134.059734	170.517378	141.898922	119.293698	57.8272124	22.2863774	0	0	0.155377574
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172255	M	38.4	4.5	1.75	4.8648649	2.771028037	2.23777403	6	4	6	5	5	3	0	40.5618752	0	0	44.4738362	32.752655	28.0865176	17.3270659	6.76850349	127.909243	163.987079	121.571887	80.0546734	41.4701773	NA	0	0	0.154716981
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172256	M	38.4	4.25	1.75	5	2.716981132	2.270833333	7	3	7	5	5	3	1	29.34932	0	0	49.8783231	40.9191017	26.7552388	NA	NA	152.838341	175.573011	138.266016	80.1601391	NA	NA	NA	0	0.161165049
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172258	F	38.4	4.25	2	3.4285714	2.694581281	2.224862888	7	3	7	5	5	3	2	47.48963	32.7909305	0	38.1666443	26.2031622	21.3428211	3.20142317	0	147.854548	177.101285	112.06885	75.5572419	10.6847415	0	0	0	0.15125
Larus occidentalis occidentalis	COO20	20	LarOccMVZ172260	F	38.4	4.25	2	3.4285714	2.723076923	2.325800377	6	4	6	NA	5	3	0	38.3563044	0	0	0	43.322456	34.1438098	19.6648151	8.84683209	148.864677	174.635538	134.943734	87.1387776	50.2613961	21.139041	0	0	NA
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172261	F	NA	4.25	1.5	NA	2.446601942	2.386904762	6	2	6	4	3	3	0	46.2193979	33.1036226	0	0	55.2842951	26.8644793	16.6911715	7.97877782	144.621279	172.079978	147.356839	48.9725835	40.9803249	16.2588527	0	0	0.15394402
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172264	F	NA	4.25	2	NA	2.592964824	2.294573643	6	2	6	5	5	3	0	40.370446	0	0	0	0	40.7443604	20.7708614	6.91268502	141.699778	169.765434	129.236877	85.0100521	51.2984334	14.8485852	0	0	0.152216749
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172266	F	NA	4	1.5	NA	2.655660377	2.172291297	6	3	6	4	4	3	0	42.0323943	26.6529813	0	0	59.2925051	27.719519	16.7232283	8.12496976	138.71913	172.544086	147.227675	92.8031778	46.2679521	18.3004383	0	0	0.164556962
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172267	M	38.4	4.25	1.5	14	2.422413793	2.327402135	6	2	6	4	5	3	0	NA	0	0	0	64.5436734	30.6167643	15.7305482	3.46689502	154.118422	178.391566	145.453352	96.8283078	51.0207899	17.5087311	0	0	0.158542141
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172269	F	38.4	4	1.5	4.8648649	2.516746411	2.292775665	6	3	6	4	5	3	0	41.612181	0	0	0	0	33.3570136	19.4126967	5.53290537	151.629545	175.820717	140.387148	86.9952222	47.9606763	11.2339086	0	0	0.152798054
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172270	M	38.4	4.25	2	6	2.827272727	2.133440514	7	5	7	5	5	3	1	40.419868	0	0	40.0750506	35.9601802	44.7551151	33.97579	17.4874869	133.738732	176.411382	166.323074	147.057989	136.682304	39.7085217	9.57570336	0	0.156067961
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172271	F	38.4	4.25	1.25	4.8648649	2.682926829	2.205454545	7	3	7	5	5	3	1	41.9898271	0	0	0	0	35.7257633	20.5099598	9.61093672	150.498418	173.029327	151.801169	97.436642	55.5419827	23.7135872	7.48640001	0	0.154477612
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172272	M	47.76699029	4	1.75	5.217391304	2.603524229	2.228426396	6	2	6	5	3	3	0	44.6994427	34.0156581	0	0	0	37.5021431	23.2297105	10.6460779	141.11933	181.485359	148.337899	103.005656	70.4752844	31.3130653	0	0	0.158809524
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172274	M	48.17518248	4	1.25	3.4285714	2.746543779	2.226510067	7	3	7	5	3	3	1	39.1219521	32.157364	0	0	0	40.8347113	22.1570131	11.8562258	141.704909	177.077318	159.402633	99.5257791	63.7380426	27.6758162	0	1	0.16107056
Larus occidentalis occidentalis	CCY21	21	LarOccMVZ172275	M	38.4	4	1.5	10.43478261	2.640167364	2.169572108	7	3	7	NA	4	3	1	31.8548763	31.8548763	0	0	0	39.2064917	22.970878	9.50897097	139.240654	170.308932	157.71537	106.358158	68.8627777	20.6428069	0	0	0.157314149
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172311	F	38.4	4.25	1.75	41.09589041	2.990147783	2.097199341	6	2	6	5	5	3	0	41.0171465	0	0	0	48.651013	38.3236192	22.8877099	8.55771101	149.619784	177.446563	143.471217	110.868125	50.8006126	19.0222721	0	0	0.158949881
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172313	M	38.4	4	1.5	6	2.62962963	2.279929577	7	2	7	5	3	3	1	46.1047988	39.8992505	0	0	0	53.4309318	29.3919225	14.3325785	146.73179	180.321356	155.824066	123.549378	66.1908653	27.1843199	1.99044393	0	0.151612903
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172314	F	38.4	4	1.75	6	2.62	2.312977099	6	4	6	5	5	3	0	35.8021993	0	0	0	0	37.8006696	22.7122199	8.63035199	151.249232	171.951798	148.003028	124.901809	56.097288	17.7919264	0	0	0.149382716
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172315	M	38.4	4	1.5	6	2.617117117	2.242685026	7	3	7	5	5	3	1	44.744055	0	0	0	0	54.118483	26.7132272	11.48975	153.052713	182.694672	158.528581	146.635749	59.6514555	26.9995348	6.76281629	0	0.143518519
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172316	M	38.4	4	1.75	6	2.956521739	2.163398693	7	3	7	5	5	3	1	44.2856328	0	0	0	0	49.5674456	26.6999226	14.7149998	146.901782	181.811285	167.402856	142.966559	55.2702207	26.6681225	12.0313535	0	0.162378641
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172317	F	38.4	4.25	1.25	13.84615385	2.624390244	2.237918216	7	3	7	5	4	3	1	43.5068192	36.432384	0	0	0	32.002291	23.070577	14.2026876	140.149131	179.355593	156.995807	83.713375	48.2951347	21.8295644	0	0	0.14626506
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172320	M	38.4	4.25	2	-1.395348837	2.726027397	2.157453936	6	3	6	5	5	3	0	37.1699083	0	0	0	0	39.8088786	25.4067045	12.0727696	150.316409	179.128066	160.325594	118.800076	74.9961393	28.6112882	0	0	0.147002398
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172321	F	38.4	4	1	-7.142857143	2.751219512	2.145390071	7	3	7	4	3	3	1	41.3669898	40.3127271	0	47.3773187	36.822125	33.7929787	19.9154337	10.1550168	135.193003	166.228121	152.251153	114.745226	53.6665151	23.7158616	7.29447584	0	0.14
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172322	F	44	4	1.5	-30.90909091	2.867724868	2.171586716	6	3	6	5	3	3	0	50.1245134	32.7824453	0	0	0	35.4743616	20.344973	7.35010399	132.796088	173.056017	154.741486	129.157042	64.595915	17.1372986	0	0	0.146599496
Larus occidentalis occidentalis	MEN24	24	LarOccMVZ172324	M	38.4	4.25	1.5	3.4285714	2.64	2.185185185	7	3	7	5	4	3	1	40.9434364	0	0	0	0	48.987773	26.8787936	14.9805804	148.698618	181.976003	162.913306	137.910978	59.249651	40.0184019	12.7092448	0	0.140941176
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172342	F	38.4	4.25	1.75	-21.08108108	2.830845771	2.145869947	6	4	6	5	4	3	0	38.9238491	0	0	0	0	34.5450292	20.3137378	10.7793611	150.290577	178.778188	158.002839	142.736358	59.1419672	21.0188204	0	0	0.148166259
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172343	M	38.4	4.25	1.75	-18.33333333	2.714893617	2.090909091	7	3	7	5	4	3	1	41.5441275	30.8951165	0	0	0	55.5495554	25.9598774	14.3813164	143.928183	181.954132	160.822611	131.306892	58.0802906	32.5069878	4.20559715	0	0.163593381
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172344	F	38.4	4.5	1.75	-5.853658537	2.629807692	2.137111517	7	3	7	5	5	3	1	46.0222068	0	0	0	0	41.4055316	21.8741753	9.50763475	146.845122	180.28526	155.65471	130.456759	61.2141499	27.8689972	6.08301742	0	0.151794872
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172345	M	38.4	4	1.5	-7.142857143	2.6875	2.157807309	7	3	7	4	5	3	1	43.5834657	0	0	0	0	50.7690973	27.5430547	17.2567765	147.669528	175.067053	160.154488	144.623243	63.4240966	31.0519874	23.5814027	0	0.154939759
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172346	M	38.4	4.25	1.5	-18.33333333	2.510822511	2.210344828	7	3	7	5	5	3	1	43.2588294	0	0	0	0	41.9676773	23.5271176	10.3142248	144.212957	176.888303	156.773824	133.67363	61.5881426	21.5322211	0	0	0.153176471
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172349	M	38.4	4	1.5	4.8648649	2.6	2.15855573	7	3	7	5	4	3	1	45.0069865	42.1172614	0	0	0	47.8277666	27.4383918	12.3389208	154.852981	188.125886	169.290157	134.755539	68.5593225	37.9878645	9.87870847	0	0.154421769
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172396	F	NA	4.25	1.5	NA	2.76056338	2.180272109	7	3	7	5	4	3	3	41.9923084	39.8968524	0	0	0	43.0158731	25.5423355	16.416605	148.438334	182.141385	159.823021	112.41028	60.1648008	30.7137057	2.59009563	0	0.150239234
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172397	F	38.4	4.25	1.25	4.8648649	2.586538462	2.204460967	7	3	7	5	5	3	1	37.6370259	0	0	43.9744542	52.4269867	36.097308	23.71687	8.33115598	144.17687	172.371639	152.453038	94.5432667	60.0360049	20.6740159	0	0	0.146858639
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172398	M	38.4	4	1.25	-1.395348837	2.470588235	2.358974359	7	3	7	5	4	3	1	35.5193724	32.7003218	0	0	0	0	27.8913499	13.6162944	158.895786	182.723256	166.253498	149.42758	76.2663389	35.5663203	11.7947673	0	0.149156627
Larus occidentalis occidentalis	SFB27	27	LarOccMVZ172401	F	38.4	4	1.5	-21.05263158	2.555555556	2.308300395	6	3	6	5	4	3	0	44.5997764	0	0	0	0	42.1522361	19.4932754	10.5226728	142.527578	172.316049	155.903069	113.373869	53.7789915	22.4818718	0	0	0.152849741
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172440	F	38.4	3.25	1.25	4.8	2.512820513	2.283673469	6	4	3	5	3	3	0	49.1999811	34.4190734	0	0	0	45.5568567	21.2756259	9.71592891	137.276439	172.739747	155.812743	106.16673	68.0967762	26.0831838	0	0	0.130632911
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172442	F	33.01775148	3.5	1.25	-7.142857143	2.644670051	2.26487524	7	3	4	5	5	3	1	41.889556	0	0	0	0	0	29.8186213	13.5342831	138.030321	167.331155	156.841514	121.310867	60.31822	NA	0	0	0.15163728
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172443	F	38.4	3.5	1.5	3.75	2.752525253	2.148623853	6	3	2	5	4	3	0	48.3348165	34.6087711	0	0	0	56.7095015	23.4342635	8.67593238	122.842776	170.277436	158.20102	106.252379	57.5183922	24.1062294	0	0	0.145026178
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172444	M	35.66037736	3.5	1	9.056603774	2.717592593	2.175468484	8	5	4	5	5	3	3	43.5479686	0	0	0	0	57.8903505	26.2126748	11.5684122	145.139284	181.271646	156.255539	125.993473	81.9880836	42.2052339	0	0	0.147619048
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172460	M	38.4	3.5	1	4.8648649	2.771573604	2.258241758	7	4	3	5	5	3	1	48.3430673	0	0	0	0	0	32.9378481	14.5496733	158.263068	182.338059	169.760034	115.915082	74.1336605	39.2626628	7.24414819	0	0.14223301
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172462	M	38.4	3.25	0.75	3.75	2.638497653	2.238434164	6	4	2	5	5	3	0	43.0056124	0	0	0	0	0	30.4079448	10.7941501	148.48173	181.10221	161.170008	93.9073591	62.260649	30.2784385	0	0	0.144096386
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172466	F	44	3.5	1	-22.75862069	2.698979592	2.166351607	7	3	4	5	5	3	2	39.168385	0	0	0	0	64.6487634	27.0402312	14.3209596	142.713038	175.823614	164.941822	102.904186	57.0148485	25.5078617	8.76019119	0	0.137435897
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172470	F	44	3.5	1.5	-25.42372881	2.910526316	2.139240506	7	3	4	5	4	3	1	39.884692	32.3056469	0	0	0	55.4875294	26.1854041	13.3871669	141.666272	179.462833	154.605738	113.853132	61.3590027	30.967005	3.1466569	0	0.149620253
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172471	M	44	3.5	1.25	-17.64705882	2.723809524	2.213286713	7	3	3	5	5	3	2	44.1963954	0	0	0	0	58.8726719	33.7196298	17.6917518	150.566964	180.721716	166.700084	145.594336	63.0532663	36.0343619	20.806023	0	0.152619048
Larus occidentalis wymani	ANA31	31	LarOccWymMVZ172474	M	44	3.25	1	-7.142857143	2.616113744	2.297101449	7	4	3	5	5	3	2	47.5928994	0	0	0	0	0	34.1452083	13.2804473	154.068639	191.251259	169.010034	143.796487	85.0993544	32.6857104	9.26534018	0	0.154588235
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172485	M	38.4	3.25	0.75	-7.142857143	2.776744186	2.179229481	7	4	7	5	5	3	1	48.1059697	0	0	0	55.0503178	50.362017	30.125131	9.44825052	149.364607	187.988909	175.543074	143.631732	62.4009289	25.9707566	6.29883368	0	0.139907193
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172486	F	38.4	3.5	1	-7.142857143	2.702564103	2.218216319	7	4	7	5	5	3	1	42.5693067	0	0	0	0	35.5911956	31.857473	13.9734243	146.015833	175.17307	158.074867	102.630164	62.145478	36.8051263	8.86106628	0	0.144444444
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172487	M	44	3.5	1	-19.45945946	2.795121951	2.202443281	7	3	7	5	5	3	1	44.5071204	0	0	0	0	50.8314101	26.4934483	10.1905232	150.542584	191.488155	171.122683	146.431337	70.0437458	30.7285809	14.7142052	0	0.150118203
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172488	M	38.4	3.5	1.25	-7.142857143	2.75	2.283636364	7	4	7	5	4	3	1	47.0966797	32.4167335	0	0	0	0	29.958692	11.7043555	148.665856	184.025364	171.173263	150.84666	65.7697724	27.7871813	0	0	0.152205882
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172489	F	38.4	3.5	0.75	4.8648649	2.721649485	2.178030303	7	4	7	5	5	3	1	41.845119	0	0	0	0	43.8031172	26.8391097	13.7719289	140.468607	168.970545	150.851578	109.473056	62.1632795	27.8578238	2.89018459	0	0.138190955
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172490	M	44	3.25	0.75	3.4285714	2.616113744	2.300724638	7	4	7	5	4	3	1	44.6363914	31.2515709	0	0	0	0	33.3685769	12.894305	144.789433	180.069532	163.544648	143.166051	72.2077814	33.9159144	6.7065968	0	0.153253012
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172491	M	44	3.25	1.25	-7.142857143	2.736842105	2.208041958	7	4	7	4	4	3	1	44.0695342	0	0	0	0	46.3257153	24.9844455	8.66915618	153.494683	184.19362	156.540439	111.083505	60.4212639	23.5972303	0	0	0.147368421
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172492	F	44	3.5	1	-7.142857143	3.023121387	2.21414914	7	4	7	4	5	3	1	42.2431548	0	0	0	0	0	23.401319	10.0878756	147.613019	182.112923	164.515773	138.032455	66.4864779	26.8211658	4.4701943	0	0.145477387
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172493	M	44	3.5	1.25	NA	2.523809524	2.362264151	7	4	7	5	4	3	3	44.3351909	36.6898815	0	0	0	66.6497483	25.8401336	12.985914	154.671937	191.789874	160.711821	114.933428	55.8868044	23.5176615	3.25958806	0	0.156115108
Larus occidentalis wymani	LCO33	33	LarOccWymMVZ172494	F	44	3.25	1	NA	2.85483871	2.188323917	6	4	6	5	5	3	0	42.2363986	0	0	0	75.993303	61.229365	30.3247623	10.1312645	144.421887	179.0031	162.058134	142.389513	58.1083323	20.5230358	0	0	0.14534005
